---------------------------------------------------------------------------------------------------------------
Report log for 05-01-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/01/05 11:48:34, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 1, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/14 12:17:56, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 294, MSN: 19, Max X:-23, Max Y:11, Max Z:0, Start Speed:41, End Speed:26, Timer:1840
000: ? 2017/04/14 12:18:00, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:3, SSN: 294, MSN: 20, Max X:9, Max Y:-36, Max Z:0, Start Speed:26, End Speed:29, Timer:1199
000: ? 2017/04/14 12:18:52, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 294, MSN: 21, Max X:0, Max Y:-31, Max Z:0, Start Speed:55, End Speed:55, Timer:1799
000: ? 2017/04/14 12:21:53, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (71), Strength:3, SSN: 294, MSN: 22, Max X:10, Max Y:-33, Max Z:0, Start Speed:29, End Speed:32, Timer:1439
000: ? 2017/04/14 12:25:48, (0x09)U2H.MANEUVER -  Turning (53), Strength:3, SSN: 294, MSN: 23, Max X:-6, Max Y:39, Max Z:0, Start Speed:43, End Speed:35, Timer:2960
000: ? 2017/04/14 12:26:31, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 294, MSN: 24, Max X:5, Max Y:24, Max Z:0, Start Speed:43, End Speed:51, Timer:3199
000: ? 2017/04/14 12:26:47, (0x09)U2H.MANEUVER -  Braking into turn (37), Strength:3, SSN: 294, MSN: 25, Max X:-13, Max Y:-37, Max Z:0, Start Speed:37, End Speed:32, Timer:3119
000: ? 2017/04/14 12:26:53, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 294, MSN: 26, Max X:4, Max Y:26, Max Z:0, Start Speed:30, End Speed:33, Timer:1840
000: ? 2017/04/14 12:27:05, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 294, MSN: 27, Max X:-2, Max Y:26, Max Z:0, Start Speed:33, End Speed:30, Timer:2650
000: ? 2017/04/14 12:27:18, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 294, MSN: 28, Max X:0, Max Y:-30, Max Z:0, Start Speed:36, End Speed:36, Timer:1921
000: ? 2017/04/14 12:27:31, (0x09)U2H.MANEUVER -  Sudden brake in turn (49), Strength:1, SSN: 294, MSN: 29, Max X:-18, Max Y:-24, Max Z:0, Start Speed:31, End Speed:19, Timer:1640
000: ? 2017/04/14 12:28:29, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 294, MSN: 30, Valid GPS Samples:1611, Max Y:0, Avg. Voltage On:0, No Motion Timer:18, Distance: 215, Max Voltage:0
000: ? 2017/04/14 14:21:03, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 295, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/14 14:21:17, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 295, MSN: 2, Max X:0, Max Y:26, Max Z:0, Start Speed:33, End Speed:33, Timer:1799
000: ? 2017/04/14 14:21:33, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 295, MSN: 3, Max X:-5, Max Y:-31, Max Z:0, Start Speed:30, End Speed:27, Timer:2160
000: ? 2017/04/14 14:23:21, (0x09)U2H.MANEUVER -  Accelerate into turn (25), Strength:3, SSN: 295, MSN: 4, Max X:30, Max Y:-25, Max Z:0, Start Speed:7, End Speed:33, Timer:3200
000: ? 2017/04/14 14:27:47, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 295, MSN: 6, Max X:-33, Max Y:0, Max Z:0, Start Speed:52, End Speed:27, Timer:2158
000: ? 2017/04/14 14:28:25, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 295, MSN: 7, Max X:3, Max Y:29, Max Z:0, Start Speed:21, End Speed:24, Timer:2321
000: ? 2017/04/14 14:34:48, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 295, MSN: 8, Max X:-38, Max Y:17, Max Z:0, Start Speed:62, End Speed:35, Timer:4440
000: ? 2017/04/14 14:34:59, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 295, MSN: 9, Max X:-2, Max Y:-62, Max Z:0, Start Speed:33, End Speed:29, Timer:8560
000: ? 2017/04/14 14:35:03, (0x09)U2H.MANEUVER -  Accelerate while in turn (41), Strength:3, SSN: 295, MSN: 10, Max X:20, Max Y:26, Max Z:0, Start Speed:29, End Speed:40, Timer:2680
000: ? 2017/04/14 14:39:35, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 295, MSN: 11, Valid GPS Samples:1107, Max Y:0, Avg. Voltage On:0, No Motion Timer:146, Distance: 137, Max Voltage:0
000: ? 2017/04/14 16:01:25, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 296, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/14 16:05:38, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 296, MSN: 2, Max X:-27, Max Y:0, Max Z:0, Start Speed:104, End Speed:73, Timer:7720
000: ? 2017/04/14 16:06:40, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 296, MSN: 3, Max X:-24, Max Y:-2, Max Z:0, Start Speed:34, End Speed:21, Timer:800
000: ? 2017/04/14 16:17:06, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 296, MSN: 5, Valid GPS Samples:933, Max Y:0, Avg. Voltage On:0, No Motion Timer:273, Distance: 71, Max Voltage:0
000: ? 2017/04/14 16:36:39, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 297, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/14 16:41:09, (0x09)U2H.MANEUVER -  Turning (53), Strength:3, SSN: 297, MSN: 2, Max X:-2, Max Y:39, Max Z:0, Start Speed:37, End Speed:36, Timer:1760
000: ? 2017/04/14 16:41:44, (0x09)U2H.MANEUVER -  Braking while exiting turn (75), Strength:1, SSN: 297, MSN: 3, Max X:-8, Max Y:28, Max Z:0, Start Speed:55, End Speed:49, Timer:2160
000: ? 2017/04/14 16:41:47, (0x09)U2H.MANEUVER -  Sudden brake in turn (50), Strength:1, SSN: 297, MSN: 4, Max X:-6, Max Y:23, Max Z:0, Start Speed:49, End Speed:44, Timer:2440
000: ? 2017/04/14 16:42:04, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 297, MSN: 5, Max X:-2, Max Y:-42, Max Z:0, Start Speed:38, End Speed:36, Timer:2959
000: ? 2017/04/14 16:42:23, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 297, MSN: 6, Max X:4, Max Y:21, Max Z:0, Start Speed:28, End Speed:33, Timer:1200
000: ? 2017/04/14 16:45:07, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 297, MSN: 7, Valid GPS Samples:501, Max Y:0, Avg. Voltage On:0, No Motion Timer:49, Distance: 66, Max Voltage:0
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
Report log for 15-04-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/04/15 11:43:37, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 298, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/15 11:43:49, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 298, MSN: 2, Max X:-3, Max Y:25, Max Z:0, Start Speed:39, End Speed:33, Timer:3200
000: ? 2017/04/15 11:44:05, (0x09)U2H.MANEUVER -  Turning (55), Strength:1, SSN: 298, MSN: 3, Max X:0, Max Y:-30, Max Z:0, Start Speed:32, End Speed:32, Timer:3840
000: ? 2017/04/15 11:44:25, (0x09)U2H.MANEUVER -  Turning (53), Strength:3, SSN: 298, MSN: 4, Max X:1, Max Y:36, Max Z:0, Start Speed:31, End Speed:32, Timer:3244
000: ? 2017/04/15 11:49:50, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 298, MSN: 5, Max X:-25, Max Y:2, Max Z:0, Start Speed:21, End Speed:2, Timer:1880
000: ? 2017/04/15 11:50:28, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 298, MSN: 6, Max X:-5, Max Y:33, Max Z:0, Start Speed:29, End Speed:25, Timer:1880
000: ? 2017/04/15 11:56:08, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 298, MSN: 7, Max X:-36, Max Y:9, Max Z:0, Start Speed:67, End Speed:24, Timer:5880
000: ? 2017/04/15 11:56:51, (0x09)U2H.MANEUVER -  Sudden brake in turn (50), Strength:1, SSN: 298, MSN: 8, Max X:-9, Max Y:28, Max Z:0, Start Speed:42, End Speed:32, Timer:2161
000: ? 2017/04/15 11:56:52, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 298, MSN: 9, Max X:3, Max Y:33, Max Z:0, Start Speed:32, End Speed:34, Timer:1120
000: ? 2017/04/15 11:56:55, (0x09)U2H.MANEUVER -  Accelerate while in turn (41), Strength:1, SSN: 298, MSN: 10, Max X:13, Max Y:26, Max Z:0, Start Speed:34, End Speed:42, Timer:1360
000: ? 2017/04/15 11:57:16, (0x09)U2H.MANEUVER -  Turning (53), Strength:3, SSN: 298, MSN: 11, Max X:-6, Max Y:52, Max Z:0, Start Speed:41, End Speed:35, Timer:4080
000: ? 2017/04/15 12:05:58, (0x09)U2H.MANEUVER -  Sudden brake in turn (50), Strength:1, SSN: 298, MSN: 12, Max X:-8, Max Y:21, Max Z:0, Start Speed:79, End Speed:70, Timer:2678
000: ? 2017/04/15 12:06:02, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 298, MSN: 13, Max X:1, Max Y:29, Max Z:0, Start Speed:70, End Speed:72, Timer:3595
000: ? 2017/04/15 12:06:59, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 298, MSN: 14, Max X:-22, Max Y:0, Max Z:0, Start Speed:69, End Speed:40, Timer:2880
000: ? 2017/04/15 12:13:08, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:3, SSN: 298, MSN: 16, Max X:36, Max Y:0, Max Z:0, Start Speed:4, End Speed:17, Timer:1241
000: ? 2017/04/15 12:13:12, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:3, SSN: 298, MSN: 17, Max X:32, Max Y:0, Max Z:0, Start Speed:17, End Speed:37, Timer:2840
000: ? 2017/04/15 12:25:21, (0x09)U2H.MANEUVER -  Sudden brake in turn (49), Strength:1, SSN: 298, MSN: 18, Max X:-15, Max Y:-29, Max Z:0, Start Speed:27, End Speed:19, Timer:3720
000: ? 2017/04/15 12:30:52, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 298, MSN: 19, Valid GPS Samples:2818, Max Y:0, Avg. Voltage On:0, No Motion Timer:32, Distance: 615, Max Voltage:0
000: ? 2017/04/15 12:32:20, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 299, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/15 12:32:46, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 299, MSN: 2, Valid GPS Samples:24, Max Y:0, Avg. Voltage On:0, No Motion Timer:25, Distance: 0, Max Voltage:0
000: ? 2017/04/15 13:08:58, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 300, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/15 13:09:20, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 300, MSN: 2, Max X:-23, Max Y:3, Max Z:0, Start Speed:65, End Speed:57, Timer:880
000: ? 2017/04/15 13:09:22, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 300, MSN: 3, Max X:-30, Max Y:1, Max Z:0, Start Speed:57, End Speed:40, Timer:1440
000: ? 2017/04/15 13:09:24, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 300, MSN: 4, Max X:-28, Max Y:0, Max Z:0, Start Speed:40, End Speed:26, Timer:1040
000: ? 2017/04/15 13:09:50, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:1, SSN: 300, MSN: 5, Max X:26, Max Y:0, Max Z:0, Start Speed:0, End Speed:17, Timer:1720
000: ? 2017/04/15 13:15:11, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 300, MSN: 6, Valid GPS Samples:362, Max Y:0, Avg. Voltage On:0, No Motion Timer:0, Distance: 77, Max Voltage:0
000: ? 2017/04/15 13:15:20, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 301, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/15 13:22:24, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 301, MSN: 2, Valid GPS Samples:136, Max Y:0, Avg. Voltage On:0, No Motion Timer:75, Distance: 26, Max Voltage:0
000: ? 2017/04/15 13:22:35, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 302, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/15 13:41:06, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 302, MSN: 2, Valid GPS Samples:927, Max Y:0, Avg. Voltage On:0, No Motion Timer:6, Distance: 233, Max Voltage:0
000: ? 2017/04/15 13:41:58, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 303, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/15 13:46:41, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 303, MSN: 2, Valid GPS Samples:204, Max Y:0, Avg. Voltage On:0, No Motion Timer:0, Distance: 58, Max Voltage:0
000: ? 2017/04/15 13:46:54, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 304, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/15 13:57:58, (0x09)U2H.MANEUVER -  Braking while exiting turn (75), Strength:1, SSN: 304, MSN: 3, Max X:-10, Max Y:24, Max Z:0, Start Speed:55, End Speed:47, Timer:1440
000: ? 2017/04/15 13:58:26, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 304, MSN: 4, Valid GPS Samples:680, Max Y:0, Avg. Voltage On:0, No Motion Timer:12, Distance: 162, Max Voltage:0
000: ? 2017/04/15 13:59:00, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 305, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/15 14:00:56, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 305, MSN: 2, Valid GPS Samples:117, Max Y:0, Avg. Voltage On:0, No Motion Timer:10, Distance: 21, Max Voltage:0
000: ? 2017/04/15 14:02:30, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 306, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/15 14:03:08, (0x09)U2H.MANEUVER -  Braking into turn (35), Strength:3, SSN: 306, MSN: 2, Max X:-28, Max Y:41, Max Z:0, Start Speed:69, End Speed:34, Timer:8894
000: ? 2017/04/15 14:03:34, (0x09)U2H.MANEUVER -  Braking into turn (35), Strength:1, SSN: 306, MSN: 3, Max X:-18, Max Y:17, Max Z:0, Start Speed:36, End Speed:17, Timer:1733
000: ? 2017/04/15 14:03:53, (0x09)U2H.MANEUVER -  Turning (53), Strength:3, SSN: 306, MSN: 4, Max X:-6, Max Y:46, Max Z:0, Start Speed:23, End Speed:20, Timer:2203
000: ? 2017/04/15 14:04:48, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 306, MSN: 5, Valid GPS Samples:127, Max Y:0, Avg. Voltage On:0, No Motion Timer:7, Distance: 13, Max Voltage:0
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
Report log for 16-04-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/04/16 15:42:49, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 307, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/16 15:43:28, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 307, MSN: 2, Valid GPS Samples:41, Max Y:0, Avg. Voltage On:0, No Motion Timer:39, Distance: 0, Max Voltage:0
000: ? 2017/04/16 15:46:05, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 308, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/16 15:49:11, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 308, MSN: 2, Valid GPS Samples:133, Max Y:0, Avg. Voltage On:0, No Motion Timer:64, Distance: 7, Max Voltage:0
000: ? 2017/04/16 15:52:25, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 309, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/16 15:56:00, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 309, MSN: 2, Max X:-31, Max Y:1, Max Z:0, Start Speed:33, End Speed:3, Timer:3011
000: ? 2017/04/16 15:58:16, (0x09)U2H.MANEUVER -  Sudden brake in turn (49), Strength:3, SSN: 309, MSN: 3, Max X:-29, Max Y:-38, Max Z:0, Start Speed:28, End Speed:16, Timer:1928
000: ? 2017/04/16 15:58:32, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 309, MSN: 4, Valid GPS Samples:362, Max Y:0, Avg. Voltage On:0, No Motion Timer:16, Distance: 19, Max Voltage:0
000: ? 2017/04/16 17:58:22, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 310, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/16 18:01:25, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 310, MSN: 2, Valid GPS Samples:182, Max Y:0, Avg. Voltage On:0, No Motion Timer:60, Distance: 8, Max Voltage:0
000: ? 2017/04/16 18:08:10, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 311, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/16 18:08:30, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 311, MSN: 2, Max X:2, Max Y:28, Max Z:0, Start Speed:30, End Speed:32, Timer:2557
000: ? 2017/04/16 18:09:00, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 311, MSN: 3, Max X:-30, Max Y:3, Max Z:0, Start Speed:57, End Speed:27, Timer:2680
000: ? 2017/04/16 18:09:02, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 311, MSN: 4, Max X:-35, Max Y:2, Max Z:0, Start Speed:27, End Speed:7, Timer:1792
000: ? 2017/04/16 18:10:36, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (69), Strength:3, SSN: 311, MSN: 5, Max X:8, Max Y:33, Max Z:0, Start Speed:31, End Speed:48, Timer:5242
000: ? 2017/04/16 18:10:40, (0x09)U2H.MANEUVER -  Sudden brake in turn (50), Strength:3, SSN: 311, MSN: 6, Max X:-15, Max Y:33, Max Z:0, Start Speed:48, End Speed:35, Timer:2920
000: ? 2017/04/16 18:12:44, (0x09)U2H.MANEUVER -  Braking while exiting turn (77), Strength:3, SSN: 311, MSN: 7, Max X:-30, Max Y:-65, Max Z:0, Start Speed:27, End Speed:18, Timer:1592
000: ? 2017/04/16 18:12:47, (0x09)U2H.MANEUVER -  Braking while exiting turn (77), Strength:3, SSN: 311, MSN: 8, Max X:-16, Max Y:-42, Max Z:0, Start Speed:18, End Speed:12, Timer:1018
000: ? 2017/04/16 18:12:49, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 311, MSN: 9, Max X:9, Max Y:-56, Max Z:0, Start Speed:12, End Speed:14, Timer:1400
000: ? 2017/04/16 18:13:14, (0x09)U2H.MANEUVER -  Braking into turn (35), Strength:1, SSN: 311, MSN: 10, Max X:-15, Max Y:16, Max Z:0, Start Speed:53, End Speed:32, Timer:4470
000: ? 2017/04/16 18:13:49, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 311, MSN: 11, Max X:-24, Max Y:-5, Max Z:0, Start Speed:40, End Speed:16, Timer:4030
000: ? 2017/04/16 18:13:57, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 311, MSN: 12, Valid GPS Samples:345, Max Y:0, Avg. Voltage On:0, No Motion Timer:6, Distance: 45, Max Voltage:0
000: ? 2017/04/16 18:15:22, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 312, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/16 18:15:39, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 312, MSN: 2, Valid GPS Samples:18, Max Y:0, Avg. Voltage On:0, No Motion Timer:17, Distance: 0, Max Voltage:0
000: ? 2017/04/16 18:15:56, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 313, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/16 18:18:39, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:3, SSN: 313, MSN: 2, Max X:16, Max Y:-36, Max Z:0, Start Speed:15, End Speed:29, Timer:3400
000: ? 2017/04/16 18:19:25, (0x09)U2H.MANEUVER -  Braking (19), Strength:1, SSN: 313, MSN: 3, Max X:-21, Max Y:-4, Max Z:0, Start Speed:46, End Speed:35, Timer:1520
000: ? 2017/04/16 18:21:32, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 313, MSN: 4, Valid GPS Samples:305, Max Y:0, Avg. Voltage On:0, No Motion Timer:6, Distance: 31, Max Voltage:0
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
Report log for 17-04-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
000: ? 2017/04/17 15:04:21, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 314, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/17 15:06:29, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (69), Strength:3, SSN: 314, MSN: 2, Max X:18, Max Y:36, Max Z:0, Start Speed:22, End Speed:28, Timer:2040
000: ? 2017/04/17 15:07:16, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 314, MSN: 3, Valid GPS Samples:175, Max Y:0, Avg. Voltage On:0, No Motion Timer:22, Distance: 12, Max Voltage:0
000: ? 2017/04/17 17:17:59, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 315, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/17 17:26:08, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 315, MSN: 2, Valid GPS Samples:488, Max Y:0, Avg. Voltage On:0, No Motion Timer:58, Distance: 13, Max Voltage:0
000: ? 2017/04/17 17:58:06, (0x09)U2H.MANEUVER -  Trip start (1), Strength:0, SSN: 316, MSN: 1, Max X:0, Max Y:0, Avg. Voltage Off:0, Start Speed:0, Start Reason:UNKNOWN [10], Min Voltage at sleep:0
000: ? 2017/04/17 18:00:08, (0x09)U2H.MANEUVER -  Accelerate while in turn (43), Strength:1, SSN: 316, MSN: 2, Max X:11, Max Y:-26, Max Z:0, Start Speed:23, End Speed:27, Timer:1320
000: ? 2017/04/17 18:01:34, (0x09)U2H.MANEUVER -  Accelerating (21), Strength:1, SSN: 316, MSN: 3, Max X:21, Max Y:5, Max Z:0, Start Speed:10, End Speed:20, Timer:1196
000: ? 2017/04/17 18:03:56, (0x09)U2H.MANEUVER -  Braking into turn (35), Strength:3, SSN: 316, MSN: 4, Max X:-37, Max Y:24, Max Z:0, Start Speed:55, End Speed:18, Timer:3080
000: ? 2017/04/17 18:09:01, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 316, MSN: 5, Max X:-39, Max Y:-1, Max Z:0, Start Speed:39, End Speed:3, Timer:2519
000: ? 2017/04/17 18:10:41, (0x09)U2H.MANEUVER -  Turning (55), Strength:3, SSN: 316, MSN: 6, Max X:1, Max Y:-38, Max Z:0, Start Speed:30, End Speed:31, Timer:4897
000: ? 2017/04/17 18:11:26, (0x09)U2H.MANEUVER -  Braking (19), Strength:3, SSN: 316, MSN: 7, Max X:-35, Max Y:1, Max Z:0, Start Speed:29, End Speed:8, Timer:1600
000: ? 2017/04/17 18:11:47, (0x09)U2H.MANEUVER -  Turning (53), Strength:1, SSN: 316, MSN: 8, Max X:4, Max Y:27, Max Z:0, Start Speed:20, End Speed:21, Timer:1440
000: ? 2017/04/17 18:12:37, (0x09)U2H.MANEUVER -  Accelerate while exiting turn (69), Strength:1, SSN: 316, MSN: 9, Max X:10, Max Y:31, Max Z:0, Start Speed:24, End Speed:33, Timer:4679
000: ? 2017/04/17 18:13:37, (0x09)U2H.MANEUVER -  Trip end (2), End Reason: Out of Cradle [8], SSN: 316, MSN: 10, Valid GPS Samples:922, Max Y:0, Avg. Voltage On:0, No Motion Timer:31, Distance: 62, Max Voltage:0
---------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------
Report log for 18-04-2017 for Unit ID 705392
---------------------------------------------------------------------------------------------------------------
